"name","type","class","exported","S4generic","args","package","priority","Rversion"
"as.qr                     ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"as.real                   ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"as.single                 ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"as.single.default         ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"as.ts                     ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"as.vector                 ","closure    ","           ","TRUE","FALSE","(x, mode = \""any\"")                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"as.vector.factor          ","closure    ","           ","TRUE","FALSE","(x, type = \""any\"")                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"asin                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"asinh                     ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"assign                    ","closure    ","           ","TRUE","FALSE","(x, value, pos = -1, envir = pos.to.env(pos), inherits = FALSE,     immediate = TRUE)                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.64.0"
"atan                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"atan2                     ","closure    ","           ","TRUE","FALSE","(y, x)                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.64.0"
"atanh                     ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"attach                    ","closure    ","           ","TRUE","FALSE","(what, pos = 2, name = deparse(substitute(what)))                                                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.64.0"
"attr                      ","closure    ","           ","TRUE","FALSE","(x, which)                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.64.0"
"attr<-                    ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"attributes                ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"attributes<-              ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"autoload                  ","closure    ","           ","TRUE","FALSE","(name, file)                                                                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.64.0"
"autoloader                ","closure    ","           ","TRUE","FALSE","(name, file)                                                                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.64.0"
"ave                       ","closure    ","           ","TRUE","FALSE","(x, ..., FUN = mean)                                                                                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.64.0"
"axis                      ","closure    ","           ","TRUE","FALSE","(side, at = NULL, labels = NULL, ...)                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.64.0"
"backsolve                 ","closure    ","           ","TRUE","FALSE","(r, x, k = ncol(r), upper.tri = TRUE, transpose = FALSE)                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"barplot                   ","closure    ","           ","TRUE","FALSE","(height, width = 1, space = NULL, names.arg = NULL,     legend.text = NULL, beside = FALSE, horiz = FALSE, col = heat.colors(NR),     border = par(\""fg\""), main = NULL, xlab = NULL, ylab = NULL,     xlim = NULL, ylim = NULL, axes = TRUE, inside = TRUE, ...)                                                                                                                                         ","base   ","NA","0.64.0"
"besselI                   ","closure    ","           ","TRUE","FALSE","(x, nu, expon.scaled = FALSE)                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.64.0"
"besselJ                   ","closure    ","           ","TRUE","FALSE","(x, nu)                                                                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.64.0"
"besselK                   ","closure    ","           ","TRUE","FALSE","(x, nu, expon.scaled = FALSE)                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.64.0"
"besselY                   ","closure    ","           ","TRUE","FALSE","(x, nu)                                                                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.64.0"
"beta                      ","closure    ","           ","TRUE","FALSE","(a, b)                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.64.0"
"binomial                  ","closure    ","           ","TRUE","FALSE","(link = \""logit\"")                                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.64.0"
"body                      ","closure    ","           ","TRUE","FALSE","(fun = sys.function(sys.parent()))                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.64.0"
"body<-                    ","closure    ","           ","TRUE","FALSE","(f, value, envir = sys.frame(sys.parent()))                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.64.0"
"box                       ","closure    ","           ","TRUE","FALSE","(which = \""plot\"", lty = \""solid\"", ...)                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"boxplot                   ","closure    ","           ","TRUE","FALSE","(x, ..., range = 1.5, width = NULL, varwidth = FALSE,     notch = FALSE, names.x, data = sys.frame(sys.parent()), plot = TRUE,     border = par(\""fg\""), col = NULL, log = \""\"", pars = NULL)                                                                                                                                                                                                             ","base   ","NA","0.64.0"
"boxplot.stats             ","closure    ","           ","TRUE","FALSE","(x, coef = 1.5, do.conf = TRUE, do.out = TRUE)                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.64.0"
"break                     ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"browser                   ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"bug.report                ","closure    ","           ","TRUE","FALSE","(subject = \""\"", ccaddress = getenv(\""USER\""), method = .Options$mailer,     address = \""r-bugs@biostat.ku.dk\"")                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"builtins                  ","closure    ","           ","TRUE","FALSE","(internal = FALSE)                                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.64.0"
"bxp                       ","closure    ","           ","TRUE","FALSE","(z, notch = FALSE, width = NULL, varwidth = FALSE, notch.frac = 0.5,     border = par(\""fg\""), col = NULL, log = \""\"", pars = NULL, ...)                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"c                         ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"call                      ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"case.names                ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.64.0"
"case.names.default        ","closure    ","           ","TRUE","FALSE","(x, do.NULL = TRUE, prefix = \""row\"")                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.64.0"
"case.names.lm             ","closure    ","           ","TRUE","FALSE","(obj, full = FALSE)                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"cat                       ","closure    ","           ","TRUE","FALSE","(..., file = \""\"", sep = \"" \"", fill = FALSE, labels = NULL,     append = FALSE)                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"cbind                     ","closure    ","           ","TRUE","FALSE","(..., deparse.level = 1)                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"cbind.data.frame          ","closure    ","           ","TRUE","FALSE","(..., deparse.level = 1)                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"ceiling                   ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"char.expand               ","closure    ","           ","TRUE","FALSE","(input, target, nomatch = stop(\""no match\""))                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.64.0"
"character                 ","closure    ","           ","TRUE","FALSE","(length = 0)                                                                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.64.0"
"charmatch                 ","closure    ","           ","TRUE","FALSE","(x, table, nomatch = NA)                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"check.options             ","closure    ","           ","TRUE","FALSE","(new, name.opt, reset = FALSE, assign.opt = FALSE, envir = .GlobalEnv,     check.attributes = c(\""mode\"", \""length\""), override.check = FALSE)                                                                                                                                                                                                                                                            ","base   ","NA","0.64.0"
"chisq.test                ","closure    ","           ","TRUE","FALSE","(x, y = NULL, correct = TRUE, p = rep(1/length(x), length(x)))                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.64.0"
"chol                      ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"chol2inv                  ","closure    ","           ","TRUE","FALSE","(x, size = ncol(x))                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"choose                    ","closure    ","           ","TRUE","FALSE","(n, k)                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.64.0"
"chull                     ","closure    ","           ","TRUE","FALSE","(x, y = NULL)                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.64.0"
"class                     ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"class<-                   ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"close.screen              ","closure    ","           ","TRUE","FALSE","(n, all.screens = FALSE)                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"close.socket              ","closure    ","           ","TRUE","FALSE","(socket)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"cm                        ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"cm.colors                 ","closure    ","           ","TRUE","FALSE","(n)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"co.intervals              ","closure    ","           ","TRUE","FALSE","(x, number = 6, overlap = 0.5)                                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.64.0"
"codes                     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"codes.factor              ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"codes.ordered             ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"codes<-                   ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.64.0"
"coef                      ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"coef.aov                  ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"coef.default              ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"coef.glm                  ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"coef.listof               ","closure    ","           ","TRUE","FALSE","(object)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"coef.lm                   ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"coefficients              ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"col                       ","closure    ","           ","TRUE","FALSE","(x, as.factor = FALSE)                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.64.0"
"colnames                  ","closure    ","           ","TRUE","FALSE","(x, do.NULL = TRUE, prefix = \""col\"")                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.64.0"
"colnames<-                ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.64.0"
"colors                    ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.64.0"
"colours                   ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.64.0"
"comment                   ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"comment<-                 ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.64.0"
"complete.cases            ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.64.0"
"complex                   ","closure    ","           ","TRUE","FALSE","(length.out = 0, real = numeric(), imaginary = numeric(),     modulus = 1, argument = 0)                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"conflicts                 ","closure    ","           ","TRUE","FALSE","(where = search(), detail = FALSE)                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.64.0"
"contour                   ","closure    ","           ","TRUE","FALSE","(x = seq(0, 1, len = nrow(z)), y = seq(0, 1, len = ncol(z)),     z, nlevels = 10, levels = pretty(range(z[is.finite(z)]),         nlevels), labcex = 0, xlim = range(x[is.finite(x)]),     ylim = range(y[is.finite(y)]), col = par(\""fg\""), lty = par(\""lty\""),     add = FALSE, ...)                                                                                                                    ","base   ","NA","0.64.0"
"contr.helmert             ","closure    ","           ","TRUE","FALSE","(n, contrasts = TRUE)                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.64.0"
"contr.poly                ","closure    ","           ","TRUE","FALSE","(n, contrasts = TRUE)                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.64.0"
"contr.sum                 ","closure    ","           ","TRUE","FALSE","(n, contrasts = TRUE)                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.64.0"
"contr.treatment           ","closure    ","           ","TRUE","FALSE","(n, contrasts = TRUE)                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.64.0"
"contrasts                 ","closure    ","           ","TRUE","FALSE","(x, contrasts = TRUE)                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.64.0"
